Code,Entity,PredefinedType,Name,Entity_NL,Definition,Definition_NL,Description_NL,ParentClassCode,Uid,Domain
IfcCoilSTEAMHEATINGCOIL,IfcCoil,STEAMHEATINGCOIL,Steam Heating Coil,Steam Verwarming Koel,Heating coil using steam as heating source.,Verwarmingsspoel met stoom als verwarmingsbron.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCoil,,IfcHvacDomain
IfcCoilWATERCOOLINGCOIL,IfcCoil,WATERCOOLINGCOIL,Water Cooling Coil,Water Koeling Koel,Cooling coil using chilled water. HYDRONICCOIL supercedes this enumerator.,Koelbui met gekoelde water. HYDRONICCOIL vervangt deze enumerator.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCoil,,IfcHvacDomain
IfcCoilWATERHEATINGCOIL,IfcCoil,WATERHEATINGCOIL,Water Heating Coil,Water Verwarming Koel,Heating coil using hot water as a heating source. HYDRONICCOIL supercedes this enumerator.,Verwarmingsbatterij met warm water als verwarmingsbron. HYDRONICCOIL vervangt deze enumerator.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCoil,,IfcHvacDomain
IfcCompressorBOOSTER,IfcCompressor,BOOSTER,Booster,Versneller,Positive-displacement reciprocating compressor where pressure is increased by a booster.,Positieve verplaatsing van de wederzijdse compressor waar de druk wordt verhoogd door een versnelling.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorDYNAMIC,IfcCompressor,DYNAMIC,Dynamic,Dynamisch,The pressure of refrigerant vapor is increased by a continuous transfer of angular momentum from a rotating member to the vapor followed by conversion of this momentum into static pressure.,"De druk van de koeldamp wordt verhoogd door een voortdurende overdracht van het momentum van de hengel, van een roulerend lid naar de damp, gevolgd door het omzetten van dit momentum in statische druk.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorHERMETIC,IfcCompressor,HERMETIC,Hermetic,Hermetisch,"Positive-displacement reciprocating compressor where the motor and compressor are contained within the same housing, with the motor shaft integral with the compressor crankshaft and the motor in contact with refrigerant.","Positieve -verplaatsing van wederkerende compressor waarbij de motor en compressor zijn opgenomen binnen dezelfde huisvesting, met het reserveringsmateriaal van de motorkap met de compressor en de motor in contact met de koeler.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorOPENTYPE,IfcCompressor,OPENTYPE,Open Type,Type openen,Positive-displacement reciprocating compressor where the shaft extends through a seal in the crankcase for an external drive.,Positieve verplaatsing van de wederkerige compressor waarbij de as zich via een zegel in de crankcase voor een externe schijf uitbreidt.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorRECIPROCATING,IfcCompressor,RECIPROCATING,Reciprocating,Wederkerend,Positive-displacement compressor using a piston driven by a connecting rod from a crankshaft.,Positieve -verplaatsing compressor met behulp van een piston gedreven door een verbindingsstang van een crankask.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorROLLINGPISTON,IfcCompressor,ROLLINGPISTON,Rolling Piston,Rollende Zuiger,Positive-displacement rotary compressor using a roller mounted on the eccentric of a shaft with a single vane in the nonrotating cylindrical housing.,Positieve roterende compressor van verplaatsing met behulp van een roller op de buitenlucht van een shaft met een enkele bestelwagen in de niet-roterende cilindrische huisvesting.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorROTARY,IfcCompressor,ROTARY,Rotary,Draaiend,Positive-displacement compressor using a roller or rotor device.,Positieve -verplaatsing compressor met behulp van een roller of rotor apparaat.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorROTARYVANE,IfcCompressor,ROTARYVANE,Rotary Vane,Roterende Vane,Positive-displacement rotary compressor using a roller mounted on the eccentric of a shaft with multiple vanes in the nontotating cylindrical housing.,Positieve roterende compressor van verplaatsing met behulp van een roller op de buitenlucht van een shaft met meerdere bestelwagens in de niet-tottende cilindrische huisvesting.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorSCROLL,IfcCompressor,SCROLL,Scroll,Scrollen,"Positive-displacement compressor using two inter-fitting, spiral-shaped scroll members.","Positieve -displacement compressor met behulp van twee mate, spiral-vormige scroll leden.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorSEMIHERMETIC,IfcCompressor,SEMIHERMETIC,Semihermetic,Semihermetisch,Positive-displacement reciprocating compressor where the hermetic compressors use bolted construction amenable to field repair.,Positieve -verplaatsing van wederkerige compressor waarbij de hermetische compressoren boutafbouwvoorzieningen gebruiken om het te laten repareren.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorSINGLESCREW,IfcCompressor,SINGLESCREW,Single Screw,Enkele Schroef,Positive-displacement rotary compressor using a single cylindrical main rotor that works with a pair of gate rotors.,Positieve - verplaatsing van een draaiende compressor met behulp van een enkele cilindrische hoofdrotor die met een paar poortrotoren werkt.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorSINGLESTAGE,IfcCompressor,SINGLESTAGE,Single Stage,Enkele fase,Positive-displacement reciprocating compressor where vapor is compressed in a single stage.,Positieve verplaatsing van de wederkerige compressor waarbij dampen wordt gecomprimeerd in een enkele fase.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorTROCHOIDAL,IfcCompressor,TROCHOIDAL,Trochoidal,Trochoidal,Positive-displacement compressor using a rolling motion of one circle outside or inside the circumference of a basic circle and produce either epitrochoids or hypotrochoids.,Positieve compressor met behulp van een bewegende beweging van één cirkel buiten of binnen de omtrek van een basiscirkel en produceert ofwel epitrochoïden of hypotroïden.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorTWINSCREW,IfcCompressor,TWINSCREW,Twin Screw,Dubbel Schroef,"Positive-displacement rotary compressor using two mating helically grooved rotors, male (lobes) and female (flutes) in a stationary housing with inlet and outlet gas ports.","Positieve roterende compressor met twee maten-grooved rotoren, mannelijke (lobes) en vrouwelijke (flutes) in een stationaire woning met in- en uitlaatgashavens.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCompressorWELDEDSHELLHERMETIC,IfcCompressor,WELDEDSHELLHERMETIC,Welded Shell Hermetic,Hem Hermetisch Welt,"Positive-displacement reciprocating compressor where the motor compressor is mounted inside a steel shell, which, in turn is sealed by welding.","Positieve -verplaatsing wederkerende compressor waarbij de motorcompressor wordt gemonteerd binnen een stalen stal, die op zijn beurt wordt geseald door de weldoening.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCompressor,,IfcHvacDomain
IfcCondenserAIRCOOLED,IfcCondenser,AIRCOOLED,Air Cooled,Lucht gekoeld,A condenser in which heat is transferred to an air-stream.,Een condensator waarin hitte wordt overgebracht naar een luchtstroom.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCondenserEVAPORATIVECOOLED,IfcCondenser,EVAPORATIVECOOLED,Evaporative Cooled,Fluporatief Gekookt,A condenser that is cooled evaporatively.,Een condensor die verdampt wordt gekoeld.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCondenserWATERCOOLED,IfcCondenser,WATERCOOLED,Water Cooled,Water Koeling,[[Water]]-cooled condenser with unspecified operation.,[[Water]]-gekoelde condensor met niet-gespecificeerde actie.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCondenserWATERCOOLEDBRAZEDPLATE,IfcCondenser,WATERCOOLEDBRAZEDPLATE,Water Cooled Brazedplate,Water Gekookt Braziliëplat,[[Water]]-cooled condenser with plates brazed together to form an assembly of separate channels.,[[Water]]-gekoelde condenser met platen samengevuurd om een assemblage van afzonderlijke kanalen te vormen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCondenserWATERCOOLEDSHELLCOIL,IfcCondenser,WATERCOOLEDSHELLCOIL,Water Cooled Shell Coil,Water Gekookte Granaat Koel,[[Water]]-cooled condenser with cooling water circulated through one or more continuous or assembled coils contained within the shell.,[[Water]]-gekoelde condenser met koelwater gecirculeerd via één of meer continue of gemonteerde spoelen die in de granaat zitten.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCondenserWATERCOOLEDSHELLTUBE,IfcCondenser,WATERCOOLEDSHELLTUBE,Water Cooled Shell Tube,Water Gekookte Granaat Buis,[[Water]]-cooled condenser with cooling water circulated through one or more tubes contained within the shell.,[[Water]]-gekoelde condenser met koelwater gecirculeerd door één of meer buizen in de schelp.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCondenserWATERCOOLEDTUBEINTUBE,IfcCondenser,WATERCOOLEDTUBEINTUBE,Water Cooled Tube In Tube,Water Gekookte buis in buis,"[[Water]]-cooled condenser consisting of one or more assemblies of two tubes, one within the other.","[[Water]]-gekoelde condensor bestaat uit een of meer assemblees van twee buizen, een binnen de andere.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCondenser,,IfcHvacDomain
IfcCooledBeamACTIVE,IfcCooledBeam,ACTIVE,Active,actief,An active or ventilated cooled beam provides cooling (and heating) but can also function as an air terminal in a ventilation system.,Een actieve of geventileerde koelstraal voorziet in koeling (en verwarming) maar kan ook functioneren als een luchtterminal in een ventilatiesysteem.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCooledBeam,,IfcHvacDomain
